x,y,z,res
0.0,-23.0,-17.0,
0.0,-23.0,-16.0,
0.0,-23.0,-15.0,
0.0,-23.0,-14.0,
0.0,-23.0,-13.0,
0.0,-23.0,-12.0,
0.0,-23.0,-11.0,
0.0,-23.0,-10.0,
0.0,-23.0,-9.0,
0.0,-23.0,-8.0,
0.0,-23.0,-7.0,
0.0,-23.0,-6.0,
0.0,-23.0,-5.0,
0.0,-23.0,-4.0,
0.0,-23.0,-3.0,
0.0,-23.0,-2.0,
0.0,-23.0,-1.0,
0.0,-23.0,0.0,
0.0,-23.0,1.0,
0.0,-23.0,2.0,
0.0,-23.0,3.0,
0.0,-23.0,4.0,
0.0,-23.0,5.0,
0.0,-23.0,6.0,
0.0,-23.0,7.0,
0.0,-23.0,8.0,
0.0,-23.0,9.0,
0.0,-23.0,10.0,
0.0,-23.0,11.0,
0.0,-23.0,12.0,
0.0,-23.0,13.0,
0.0,-23.0,14.0,
0.0,-23.0,15.0,
0.0,-23.0,16.0,
0.0,-23.0,17.0,
0.0,-23.0,18.0,
0.0,-23.0,19.0,
0.0,-23.0,20.0,
0.0,-23.0,21.0,
0.0,-23.0,22.0,
0.0,-23.0,23.0,
0.0,-23.0,24.0,
0.0,-23.0,25.0,
0.0,-23.0,26.0,
0.0,-23.0,27.0,
0.0,-22.0,-27.0,
0.0,-22.0,-26.0,
0.0,-22.0,-25.0,
0.0,-22.0,-24.0,
0.0,-22.0,-23.0,
0.0,-22.0,-22.0,
0.0,-22.0,-21.0,
0.0,-22.0,-20.0,
0.0,-22.0,-19.0,
0.0,-22.0,-18.0,
0.0,-22.0,-17.0,
0.0,-22.0,-16.0,
0.0,-22.0,-15.0,
0.0,-22.0,-14.0,
0.0,-22.0,-13.0,
0.0,-22.0,-12.0,
0.0,-22.0,-11.0,
0.0,-22.0,-10.0,
0.0,-22.0,-9.0,
0.0,-22.0,-8.0,
0.0,-22.0,-7.0,
0.0,-22.0,-6.0,
0.0,-22.0,-5.0,
0.0,-22.0,-4.0,
0.0,-22.0,-3.0,
0.0,-22.0,-2.0,
0.0,-22.0,-1.0,
0.0,-22.0,0.0,
0.0,-22.0,1.0,
0.0,-22.0,2.0,
0.0,-22.0,3.0,
0.0,-22.0,4.0,
0.0,-22.0,5.0,
0.0,-22.0,6.0,
0.0,-22.0,7.0,
0.0,-22.0,8.0,
0.0,-22.0,9.0,
0.0,-22.0,10.0,
0.0,-22.0,11.0,
0.0,-22.0,12.0,
0.0,-22.0,13.0,
0.0,-22.0,14.0,
0.0,-22.0,15.0,
0.0,-22.0,16.0,
0.0,-22.0,17.0,
0.0,-22.0,18.0,
0.0,-22.0,19.0,
0.0,-22.0,20.0,
0.0,-22.0,21.0,
0.0,-22.0,22.0,
0.0,-22.0,23.0,
0.0,-22.0,24.0,
0.0,-22.0,25.0,
0.0,-22.0,26.0,
0.0,-22.0,27.0,
0.0,-21.0,-27.0,
0.0,-21.0,-26.0,
0.0,-21.0,-25.0,
0.0,-21.0,-24.0,
0.0,-21.0,-23.0,
0.0,-21.0,-22.0,
0.0,-21.0,-21.0,
0.0,-21.0,-20.0,
0.0,-21.0,-19.0,
0.0,-21.0,-18.0,
0.0,-21.0,-17.0,
0.0,-21.0,-16.0,
0.0,-21.0,-15.0,
0.0,-21.0,-14.0,
0.0,-21.0,-13.0,
0.0,-21.0,-12.0,
0.0,-21.0,-11.0,
0.0,-21.0,-10.0,
0.0,-21.0,-9.0,
0.0,-21.0,-8.0,
0.0,-21.0,-7.0,
0.0,-21.0,-6.0,
0.0,-21.0,-5.0,
0.0,-21.0,-4.0,
0.0,-21.0,-3.0,
0.0,-21.0,-2.0,
0.0,-21.0,-1.0,
0.0,-21.0,0.0,
0.0,-21.0,1.0,
0.0,-21.0,2.0,
0.0,-21.0,3.0,
0.0,-21.0,4.0,
0.0,-21.0,5.0,
0.0,-21.0,6.0,
0.0,-21.0,7.0,
0.0,-21.0,8.0,
0.0,-21.0,9.0,
0.0,-21.0,10.0,
0.0,-21.0,11.0,
0.0,-21.0,12.0,
0.0,-21.0,13.0,
0.0,-21.0,14.0,
0.0,-21.0,15.0,
0.0,-21.0,16.0,
0.0,-21.0,17.0,
0.0,-21.0,18.0,
0.0,-21.0,19.0,
0.0,-21.0,20.0,
0.0,-21.0,21.0,
0.0,-21.0,22.0,
0.0,-21.0,23.0,
0.0,-21.0,24.0,
0.0,-21.0,25.0,
0.0,-21.0,26.0,
0.0,-21.0,27.0,
0.0,-20.0,-27.0,
0.0,-20.0,-26.0,
0.0,-20.0,-25.0,
0.0,-20.0,-24.0,
0.0,-20.0,-23.0,
0.0,-20.0,-22.0,
0.0,-20.0,-21.0,
0.0,-20.0,-20.0,
0.0,-20.0,-19.0,
0.0,-20.0,-18.0,
0.0,-20.0,-17.0,
0.0,-20.0,-16.0,
0.0,-20.0,-15.0,
0.0,-20.0,-14.0,
0.0,-20.0,-13.0,
0.0,-20.0,-12.0,
0.0,-20.0,-11.0,
0.0,-20.0,-10.0,
0.0,-20.0,-9.0,
0.0,-20.0,-8.0,
0.0,-20.0,-7.0,
0.0,-20.0,-6.0,
0.0,-20.0,-5.0,
0.0,-20.0,-4.0,
0.0,-20.0,-3.0,
0.0,-20.0,-2.0,
0.0,-20.0,-1.0,
0.0,-20.0,0.0,
0.0,-20.0,1.0,
0.0,-20.0,2.0,
0.0,-20.0,3.0,
0.0,-20.0,4.0,
0.0,-20.0,5.0,
0.0,-20.0,6.0,
0.0,-20.0,7.0,
0.0,-20.0,8.0,
0.0,-20.0,9.0,
0.0,-20.0,10.0,
0.0,-20.0,11.0,
0.0,-20.0,12.0,
0.0,-20.0,13.0,
0.0,-20.0,14.0,
0.0,-20.0,15.0,
0.0,-20.0,16.0,
0.0,-20.0,17.0,
0.0,-20.0,18.0,
0.0,-20.0,19.0,
0.0,-20.0,20.0,
0.0,-20.0,21.0,
0.0,-20.0,22.0,
0.0,-20.0,23.0,
0.0,-20.0,24.0,
0.0,-20.0,25.0,
0.0,-20.0,26.0,
0.0,-20.0,27.0,
0.0,-19.0,-27.0,
0.0,-19.0,-26.0,
0.0,-19.0,-25.0,
0.0,-19.0,-24.0,
0.0,-19.0,-23.0,
0.0,-19.0,-22.0,
0.0,-19.0,-21.0,
0.0,-19.0,-20.0,
0.0,-19.0,-19.0,
0.0,-19.0,-18.0,
0.0,-19.0,-17.0,
0.0,-19.0,-16.0,
0.0,-19.0,-15.0,
0.0,-19.0,-14.0,
0.0,-19.0,-13.0,
0.0,-19.0,-12.0,
0.0,-19.0,-11.0,
0.0,-19.0,-10.0,
0.0,-19.0,-9.0,
0.0,-19.0,-8.0,
0.0,-19.0,-7.0,
0.0,-19.0,-6.0,
0.0,-19.0,-5.0,
0.0,-19.0,-4.0,
0.0,-19.0,-3.0,
0.0,-19.0,-2.0,
0.0,-19.0,-1.0,
0.0,-19.0,0.0,
0.0,-19.0,1.0,
0.0,-19.0,2.0,
0.0,-19.0,3.0,
0.0,-19.0,4.0,
0.0,-19.0,5.0,
0.0,-19.0,6.0,
0.0,-19.0,7.0,
0.0,-19.0,8.0,
0.0,-19.0,9.0,
0.0,-19.0,10.0,
0.0,-19.0,11.0,
0.0,-19.0,12.0,
0.0,-19.0,13.0,
0.0,-19.0,14.0,
0.0,-19.0,15.0,
0.0,-19.0,16.0,
0.0,-19.0,17.0,
0.0,-19.0,18.0,
0.0,-19.0,19.0,
0.0,-19.0,20.0,
0.0,-19.0,21.0,
0.0,-19.0,22.0,
0.0,-19.0,23.0,
0.0,-19.0,24.0,
0.0,-19.0,25.0,
0.0,-19.0,26.0,
0.0,-19.0,27.0,
0.0,-18.0,-27.0,
0.0,-18.0,-26.0,
0.0,-18.0,-25.0,
0.0,-18.0,-24.0,
0.0,-18.0,-23.0,
0.0,-18.0,-22.0,
0.0,-18.0,-21.0,
0.0,-18.0,-20.0,
0.0,-18.0,-19.0,
0.0,-18.0,-18.0,
0.0,-18.0,-17.0,
0.0,-18.0,-16.0,
0.0,-18.0,-15.0,
0.0,-18.0,-14.0,
0.0,-18.0,-13.0,
0.0,-18.0,-12.0,
0.0,-18.0,-11.0,
0.0,-18.0,-10.0,
0.0,-18.0,-9.0,
0.0,-18.0,-8.0,
0.0,-18.0,-7.0,
0.0,-18.0,-6.0,
0.0,-18.0,-5.0,
0.0,-18.0,-4.0,
0.0,-18.0,-3.0,
0.0,-18.0,-2.0,
0.0,-18.0,-1.0,
0.0,-18.0,0.0,
0.0,-18.0,1.0,
0.0,-18.0,2.0,
0.0,-18.0,3.0,
0.0,-18.0,4.0,
0.0,-18.0,5.0,
0.0,-18.0,6.0,
0.0,-18.0,7.0,
0.0,-18.0,8.0,
0.0,-18.0,9.0,
0.0,-18.0,10.0,
0.0,-18.0,11.0,
0.0,-18.0,12.0,
0.0,-18.0,13.0,
0.0,-18.0,14.0,
0.0,-18.0,15.0,
0.0,-18.0,16.0,
0.0,-18.0,17.0,
0.0,-18.0,18.0,
0.0,-18.0,19.0,
0.0,-18.0,20.0,
0.0,-18.0,21.0,
0.0,-18.0,22.0,
0.0,-18.0,23.0,
0.0,-18.0,24.0,
0.0,-18.0,25.0,
0.0,-18.0,26.0,
0.0,-18.0,27.0,
0.0,-17.0,-27.0,
0.0,-17.0,-26.0,
0.0,-17.0,-25.0,
0.0,-17.0,-24.0,
0.0,-17.0,-23.0,
0.0,-17.0,-22.0,
0.0,-17.0,-21.0,
0.0,-17.0,-20.0,
0.0,-17.0,-19.0,
0.0,-17.0,-18.0,
0.0,-17.0,-17.0,
0.0,-17.0,-16.0,
0.0,-17.0,-15.0,
0.0,-17.0,-14.0,
0.0,-17.0,-13.0,
0.0,-17.0,-12.0,
0.0,-17.0,-11.0,
0.0,-17.0,-10.0,
0.0,-17.0,-9.0,
0.0,-17.0,-8.0,
0.0,-17.0,-7.0,
0.0,-17.0,-6.0,
0.0,-17.0,-5.0,
0.0,-17.0,-4.0,
0.0,-17.0,-3.0,
0.0,-17.0,-2.0,
0.0,-17.0,-1.0,
0.0,-17.0,0.0,
0.0,-17.0,1.0,
0.0,-17.0,2.0,
0.0,-17.0,3.0,
0.0,-17.0,4.0,
0.0,-17.0,5.0,
0.0,-17.0,6.0,
0.0,-17.0,7.0,
0.0,-17.0,8.0,
0.0,-17.0,9.0,
0.0,-17.0,10.0,
0.0,-17.0,11.0,
0.0,-17.0,12.0,
0.0,-17.0,13.0,
0.0,-17.0,14.0,
0.0,-17.0,15.0,
0.0,-17.0,16.0,
0.0,-17.0,17.0,
0.0,-17.0,18.0,
0.0,-17.0,19.0,
0.0,-17.0,20.0,
0.0,-17.0,21.0,
0.0,-17.0,22.0,
0.0,-17.0,23.0,
0.0,-17.0,24.0,
0.0,-17.0,25.0,
0.0,-17.0,26.0,
0.0,-17.0,27.0,
0.0,-16.0,-27.0,
0.0,-16.0,-26.0,
0.0,-16.0,-25.0,
0.0,-16.0,-24.0,
0.0,-16.0,-23.0,
0.0,-16.0,-22.0,
0.0,-16.0,-21.0,
0.0,-16.0,-20.0,
0.0,-16.0,-19.0,
0.0,-16.0,-18.0,
0.0,-16.0,-17.0,
0.0,-16.0,-16.0,
0.0,-16.0,-15.0,
0.0,-16.0,-14.0,
0.0,-16.0,-13.0,
0.0,-16.0,-12.0,
0.0,-16.0,-11.0,
0.0,-16.0,-10.0,
0.0,-16.0,-9.0,
0.0,-16.0,-8.0,
0.0,-16.0,-7.0,
0.0,-16.0,-6.0,
0.0,-16.0,-5.0,
0.0,-16.0,-4.0,
0.0,-16.0,-3.0,
0.0,-16.0,-2.0,
0.0,-16.0,-1.0,
0.0,-16.0,0.0,
0.0,-16.0,1.0,
0.0,-16.0,2.0,
0.0,-16.0,3.0,
0.0,-16.0,4.0,
0.0,-16.0,5.0,
0.0,-16.0,6.0,
0.0,-16.0,7.0,
0.0,-16.0,8.0,
0.0,-16.0,9.0,
0.0,-16.0,10.0,
0.0,-16.0,11.0,
0.0,-16.0,12.0,
0.0,-16.0,13.0,
0.0,-16.0,14.0,
0.0,-16.0,15.0,
0.0,-16.0,16.0,
0.0,-16.0,17.0,
0.0,-16.0,18.0,
0.0,-16.0,19.0,
0.0,-16.0,20.0,
0.0,-16.0,21.0,
0.0,-16.0,22.0,
0.0,-16.0,23.0,
0.0,-16.0,24.0,
0.0,-16.0,25.0,
0.0,-16.0,26.0,
0.0,-16.0,27.0,
0.0,-15.0,-27.0,
0.0,-15.0,-26.0,
0.0,-15.0,-25.0,
0.0,-15.0,-24.0,
0.0,-15.0,-23.0,
0.0,-15.0,-22.0,
0.0,-15.0,-21.0,
0.0,-15.0,-20.0,
0.0,-15.0,-19.0,
0.0,-15.0,-18.0,
0.0,-15.0,-17.0,
0.0,-15.0,-16.0,
0.0,-15.0,-15.0,
0.0,-15.0,-14.0,
0.0,-15.0,-13.0,
0.0,-15.0,-12.0,
0.0,-15.0,-11.0,
0.0,-15.0,-10.0,
0.0,-15.0,-9.0,
0.0,-15.0,-8.0,
0.0,-15.0,-7.0,
0.0,-15.0,-6.0,
0.0,-15.0,-5.0,
0.0,-15.0,-4.0,
0.0,-15.0,-3.0,
0.0,-15.0,-2.0,
0.0,-15.0,-1.0,
0.0,-15.0,0.0,
0.0,-15.0,1.0,
0.0,-15.0,2.0,
0.0,-15.0,3.0,
0.0,-15.0,4.0,
0.0,-15.0,5.0,
0.0,-15.0,6.0,
0.0,-15.0,7.0,
0.0,-15.0,8.0,
0.0,-15.0,9.0,
0.0,-15.0,10.0,
0.0,-15.0,11.0,
0.0,-15.0,12.0,
0.0,-15.0,13.0,
0.0,-15.0,14.0,
0.0,-15.0,15.0,
0.0,-15.0,16.0,
0.0,-15.0,17.0,
0.0,-15.0,18.0,
0.0,-15.0,19.0,
0.0,-15.0,20.0,
0.0,-15.0,21.0,
0.0,-15.0,22.0,
0.0,-15.0,23.0,
0.0,-15.0,24.0,
0.0,-15.0,25.0,
0.0,-15.0,26.0,
0.0,-15.0,27.0,
0.0,-14.0,-27.0,
0.0,-14.0,-26.0,
0.0,-14.0,-25.0,
0.0,-14.0,-24.0,
0.0,-14.0,-23.0,
0.0,-14.0,-22.0,
0.0,-14.0,-21.0,
0.0,-14.0,-20.0,
0.0,-14.0,-19.0,
0.0,-14.0,-18.0,
0.0,-14.0,-17.0,
0.0,-14.0,-16.0,
0.0,-14.0,-15.0,
0.0,-14.0,-14.0,
0.0,-14.0,-13.0,
0.0,-14.0,-12.0,
0.0,-14.0,-11.0,
0.0,-14.0,-10.0,
0.0,-14.0,-9.0,
0.0,-14.0,-8.0,
0.0,-14.0,-7.0,
0.0,-14.0,-6.0,
0.0,-14.0,-5.0,
0.0,-14.0,-4.0,
0.0,-14.0,-3.0,
0.0,-14.0,-2.0,
0.0,-14.0,-1.0,
0.0,-14.0,0.0,
0.0,-14.0,1.0,
0.0,-14.0,2.0,
0.0,-14.0,3.0,
0.0,-14.0,4.0,
0.0,-14.0,5.0,
0.0,-14.0,6.0,
0.0,-14.0,7.0,
0.0,-14.0,8.0,
0.0,-14.0,9.0,
0.0,-14.0,10.0,
0.0,-14.0,11.0,
0.0,-14.0,12.0,
0.0,-14.0,13.0,
0.0,-14.0,14.0,
0.0,-14.0,15.0,
0.0,-14.0,16.0,
0.0,-14.0,17.0,
0.0,-14.0,18.0,
0.0,-14.0,19.0,
0.0,-14.0,20.0,
0.0,-14.0,21.0,
0.0,-14.0,22.0,
0.0,-14.0,23.0,
0.0,-14.0,24.0,
0.0,-14.0,25.0,
0.0,-14.0,26.0,
0.0,-14.0,27.0,
0.0,-13.0,-27.0,
0.0,-13.0,-26.0,
0.0,-13.0,-25.0,
0.0,-13.0,-24.0,
0.0,-13.0,-23.0,
0.0,-13.0,-22.0,
0.0,-13.0,-21.0,
0.0,-13.0,-20.0,
0.0,-13.0,-19.0,
0.0,-13.0,-18.0,
0.0,-13.0,-17.0,
0.0,-13.0,-16.0,
0.0,-13.0,-15.0,
0.0,-13.0,-14.0,
0.0,-13.0,-13.0,
0.0,-13.0,-12.0,
0.0,-13.0,-11.0,
0.0,-13.0,-10.0,
0.0,-13.0,-9.0,
0.0,-13.0,-8.0,
0.0,-13.0,-7.0,
0.0,-13.0,-6.0,
0.0,-13.0,-5.0,
0.0,-13.0,-4.0,
0.0,-13.0,-3.0,
0.0,-13.0,-2.0,
0.0,-13.0,-1.0,
0.0,-13.0,0.0,
0.0,-13.0,1.0,
0.0,-13.0,2.0,
0.0,-13.0,3.0,
0.0,-13.0,4.0,
0.0,-13.0,5.0,
0.0,-13.0,6.0,
0.0,-13.0,7.0,
0.0,-13.0,8.0,
0.0,-13.0,9.0,
0.0,-13.0,10.0,
0.0,-13.0,11.0,
0.0,-13.0,12.0,
0.0,-13.0,13.0,
0.0,-13.0,14.0,
0.0,-13.0,15.0,
0.0,-13.0,16.0,
0.0,-13.0,17.0,
0.0,-13.0,18.0,
0.0,-13.0,19.0,
0.0,-13.0,20.0,
0.0,-13.0,21.0,
0.0,-13.0,22.0,
0.0,-13.0,23.0,
0.0,-13.0,24.0,
0.0,-13.0,25.0,
0.0,-13.0,26.0,
0.0,-13.0,27.0,
0.0,-12.0,-27.0,
0.0,-12.0,-26.0,
0.0,-12.0,-25.0,
0.0,-12.0,-24.0,
0.0,-12.0,-23.0,
0.0,-12.0,-22.0,
0.0,-12.0,-21.0,
0.0,-12.0,-20.0,
0.0,-12.0,-19.0,
0.0,-12.0,-18.0,
0.0,-12.0,-17.0,
0.0,-12.0,-16.0,
0.0,-12.0,-15.0,
0.0,-12.0,-14.0,
0.0,-12.0,-13.0,
0.0,-12.0,-12.0,
0.0,-12.0,-11.0,
0.0,-12.0,-10.0,
0.0,-12.0,-9.0,
0.0,-12.0,-8.0,
0.0,-12.0,-7.0,
0.0,-12.0,-6.0,
0.0,-12.0,-5.0,
0.0,-12.0,-4.0,
0.0,-12.0,-3.0,
0.0,-12.0,-2.0,
0.0,-12.0,-1.0,
0.0,-12.0,0.0,
0.0,-12.0,1.0,
0.0,-12.0,2.0,
0.0,-12.0,3.0,
0.0,-12.0,4.0,
0.0,-12.0,5.0,
0.0,-12.0,6.0,
0.0,-12.0,7.0,
0.0,-12.0,8.0,
0.0,-12.0,9.0,
0.0,-12.0,10.0,
0.0,-12.0,11.0,
0.0,-12.0,12.0,
0.0,-12.0,13.0,
0.0,-12.0,14.0,
0.0,-12.0,15.0,
0.0,-12.0,16.0,
0.0,-12.0,17.0,
0.0,-12.0,18.0,
0.0,-12.0,19.0,
0.0,-12.0,20.0,
0.0,-12.0,21.0,
0.0,-12.0,22.0,
0.0,-12.0,23.0,
0.0,-12.0,24.0,
0.0,-12.0,25.0,
0.0,-12.0,26.0,
0.0,-12.0,27.0,
0.0,-11.0,-27.0,
0.0,-11.0,-26.0,
0.0,-11.0,-25.0,
0.0,-11.0,-24.0,
0.0,-11.0,-23.0,
0.0,-11.0,-22.0,
0.0,-11.0,-21.0,
0.0,-11.0,-20.0,
0.0,-11.0,-19.0,
0.0,-11.0,-18.0,
0.0,-11.0,-17.0,
0.0,-11.0,-16.0,
0.0,-11.0,-15.0,
0.0,-11.0,-14.0,
0.0,-11.0,-13.0,
0.0,-11.0,-12.0,
0.0,-11.0,-11.0,
0.0,-11.0,-10.0,
0.0,-11.0,-9.0,
0.0,-11.0,-8.0,
0.0,-11.0,-7.0,
0.0,-11.0,-6.0,
0.0,-11.0,-5.0,
0.0,-11.0,-4.0,
0.0,-11.0,-3.0,
0.0,-11.0,-2.0,
0.0,-11.0,-1.0,
0.0,-11.0,0.0,
0.0,-11.0,1.0,
0.0,-11.0,2.0,
0.0,-11.0,3.0,
0.0,-11.0,4.0,
0.0,-11.0,5.0,
0.0,-11.0,6.0,
0.0,-11.0,7.0,
0.0,-11.0,8.0,
0.0,-11.0,9.0,
0.0,-11.0,10.0,
0.0,-11.0,11.0,
0.0,-11.0,12.0,
0.0,-11.0,13.0,
0.0,-11.0,14.0,
0.0,-11.0,15.0,
0.0,-11.0,16.0,
0.0,-11.0,17.0,
0.0,-11.0,18.0,
0.0,-11.0,19.0,
0.0,-11.0,20.0,
0.0,-11.0,21.0,
0.0,-11.0,22.0,
0.0,-11.0,23.0,
0.0,-11.0,24.0,
0.0,-11.0,25.0,
0.0,-11.0,26.0,
0.0,-11.0,27.0,
0.0,-10.0,-27.0,
0.0,-10.0,-26.0,
0.0,-10.0,-25.0,
0.0,-10.0,-24.0,
0.0,-10.0,-23.0,
0.0,-10.0,-22.0,
0.0,-10.0,-21.0,
0.0,-10.0,-20.0,
0.0,-10.0,-19.0,
0.0,-10.0,-18.0,
0.0,-10.0,-17.0,
0.0,-10.0,-16.0,
0.0,-10.0,-15.0,
0.0,-10.0,-14.0,
0.0,-10.0,-13.0,
0.0,-10.0,-12.0,
0.0,-10.0,-11.0,
0.0,-10.0,-10.0,
0.0,-10.0,-9.0,
0.0,-10.0,-8.0,
0.0,-10.0,-7.0,
0.0,-10.0,-6.0,
0.0,-10.0,-5.0,
0.0,-10.0,-4.0,
0.0,-10.0,-3.0,
0.0,-10.0,-2.0,
0.0,-10.0,-1.0,
0.0,-10.0,0.0,
0.0,-10.0,1.0,
